ISSN,Title,Published List Price,Final Net Price,Difference,ALP
1469-0292,Psychology of Sport and Exercise,1286.00,764.32,-521.68,-40.6
0363-8111,Public Relations Review,1330.00,790.47,-539.53,-40.6
0034-4257,Remote Sensing of Environment,7032.00,4179.39,-2852.61,-40.6
1364-0321,Renewable & Sustainable Energy Reviews,3774.00,2516.00,-1258.00,-33.3
0891-4222,Research in Developmental Disabilities,1787.00,1062.09,-724.91,-40.6
0048-7333,Research Policy,4952.00,3301.33,-1650.67,-33.3
0034-6667,Review of Palaeobotany and Palynology,4438.00,2637.68,-1800.32,-40.6
0378-8733,Social Networks,1232.00,732.23,-499.77,-40.6
0277-9536,Social Science & Medicine,10913.00,6486.03,-4426.97,-40.6
0049-089X,Social Science Research,1584.00,941.44,-642.56,-40.6
0969-2126,Structure,3036.00,1525.50,-1510.50,-49.8
1355-2198,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,1151.00,767.33,-383.67,-33.3
1369-8486,Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,897.00,598.00,-299.00,-33.3
0742-051X,Teaching and Teacher Education,3050.00,1812.73,-1237.27,-40.6
0040-4020,Tetrahedron,14115.00,9410.00,-4705.00,-33.3
0040-4039,Tetrahedron Letters,21621.00,12850.22,-8770.78,-40.6
0965-8564,Transportation Research Part A: Policy and Practice,3793.00,2528.67,-1264.33,-33.3
0968-0004,Trends in Biochemical Sciences,3462.00,2057.60,-1404.40,-40.6
0962-8924,Trends in Cell Biology,4105.00,2439.76,-1665.24,-40.6
1364-6613,Trends in Cognitive Sciences,4268.00,2536.64,-1731.36,-40.6
0169-5347,Trends in Ecology & Evolution,4363.00,2593.11,-1769.89,-40.6
0277-5395,Women's Studies International Forum,1719.00,1146.00,-573.00,-33.3
0305-750X,World Development,5452.00,3240.33,-2211.67,-40.6
