ISSN,Title,Published List Price,Final Net Price,Difference,ALP
0176-2680,European Journal of Political Economy,"1,839.00 ","1,226.00 ",-613.00,-33.3
0149-7189,Evaluation and Program Planning,"2,046.00 ","1,216.02 ",-829.98,-40.6
0014-4827,Experimental Cell Research,"8,293.00 ","4,928.86 ","-3,364.14",-40.6
0308-8146,Food Chemistry,"13,213.00 ","8,808.67 ","-4,404.33",-33.3
0016-7037,Geochimica et Cosmochimica Acta,"6,362.00 ","3,781.19 ","-2,580.81",-40.6
0016-7185,Geoforum,"2,035.00 ","1,356.67 ",-678.33,-33.3
0169-555X,Geomorphology,"5,421.00 ","3,221.91 ","-2,199.09",-40.6
0959-3780,Global Environmental Change,"2,071.00 ","1,380.67 ",-690.33,-33.3
0306-4573,Information Processing & Management,"3,694.00 ","2,195.49 ","-1,498.51",-40.6
0020-1693,Inorganica Chimica Acta,"7,529.00 ","4,474.78 ","-3,054.22",-40.6
0165-4101,Journal of Accounting and Economics,"2,861.00 ","1,700.41 ","-1,160.59",-40.6
0887-6185,Journal of Anxiety Disorders,"2,021.00 ","1,201.16 ",-819.84,-40.6
0305-4403,Journal of Archaeological Science,"3,059.00 ","1,818.08 ","-1,240.92",-40.6
2352-409X,Journal of Archaeological Science: Reports,378.00 ,252.00 ,-126.00,-33.3
0148-2963,Journal of Business Research,"4,935.00 ","2,933.07 ","-2,001.93",-40.6
0021-9673,Journal of Chromatography A,"19,644.00 ","13,096.00 ","-6,548.00",-33.3
0959-6526,Journal of Cleaner Production,"3,163.00 ","2,108.67 ","-1,054.33",-33.3
0021-9991,Journal of Computational Physics,"7,356.00 ","4,371.96 ","-2,984.04",-40.6
2212-1447,Journal of Contextual Behavioral Science,469.00 ,312.67 ,-156.33,-33.3
0304-3878,Journal of Development Economics,"4,323.00 ","2,569.33 ","-1,753.67",-40.6
0304-4076,Journal of Econometrics,"5,772.00 ","3,430.53 ","-2,341.47",-40.6
0022-0531,Journal of Economic Theory,"4,944.00 ","2,938.42 ","-2,005.58",-40.6
0301-4797,Journal of Environmental Management,"3,580.00 ","2,127.73 ","-1,452.27",-40.6
0022-1031,Journal of Experimental Social Psychology,"2,571.00 ","1,528.06 ","-1,042.94",-40.6
0304-405X,Journal of Financial Economics,"6,011.00 ","3,572.58 ","-2,438.42",-40.6
0305-7488,Journal of Historical Geography,"1,029.00 ",611.57 ,-417.43,-40.6
0376-7388,Journal of Membrane Science,"12,712.00 ","8,474.67 ","-4,237.33",-33.3
0749-596X,Journal of Memory and Language,"2,377.00 ","1,412.74 ",-964.26,-40.6
0022-2836,Journal of Molecular Biology,"5,204.00 ","3,092.93 ","-2,111.07",-40.6
0022-328X,Journal of Organometallic Chemistry,"8,081.00 ","4,802.86 ","-3,278.14",-40.6
0095-4470,Journal of Phonetics,"1,085.00 ",644.86 ,-440.14,-40.6
0047-2727,Journal of Public Economics,"5,338.00 ","3,172.59 ","-2,165.41",-40.6
1440-2440,Journal of Science and Medicine in Sport,832.00 ,494.49 ,-337.51,-40.6
0022-5193,Journal of Theoretical Biology,"9,226.00 ",484.76 ,"-8,741.24",-94.7
0094-1190,Journal of Urban Economics,"2,554.00 ","1,517.96 ","-1,036.04",-40.6
0950-7051,Knowledge-Based Systems,"2,779.00 ","1,852.67 ",-926.33,-33.3
0264-8377,Land Use Policy,"2,227.00 ","1,323.59 ",-903.41,-40.6
0169-2046,Landscape and Urban Planning,"4,384.00 ","2,922.67 ","-1,461.33",-33.3
0959-4752,Learning and Instruction,"1,607.00 ","1,071.33 ",-535.67,-33.3
0740-8188,Library & Information Science Research,998.00 ,593.16 ,-404.84,-40.6
1874-7787,Marine Genomics,878.00 ,585.33 ,-292.67,-33.3
0025-3227,Marine Geology,"7,318.00 ","4,349.38 ","-2,968.62",-40.6
0025-326X,Marine Pollution Bulletin,"3,980.00 ","2,365.47 ","-1,614.53",-40.6
1361-8415,Medical Image Analysis,"2,099.00 ","1,247.52 ",-851.48,-40.6
1046-2023,Methods,"1,910.00 ","1,135.19 ",-774.81,-40.6
0925-2312,Neurocomputing,"5,604.00 ","3,736.00 ","-1,868.00",-33.3
0028-3932,Neuropsychologia,"7,321.00 ","4,351.16 ","-2,969.84",-40.6
0149-7634,Neuroscience & Biobehavioral Reviews,"5,161.00 ","3,067.39 ","-2,093.61",-40.6
0964-5691,Ocean & Coastal Management,"3,727.00 ","2,215.11 ","-1,511.89",-40.6
0749-5978,Organizational Behavior and Human Decision Processes,"3,265.00 ","1,940.51 ","-1,324.49",-40.6
0031-0182,"Palaeogeography, Palaeoclimatology, Palaeoecology","9,063.00 ","6,042.00 ","-3,021.00",-33.3
0031-3203,Pattern Recognition,"6,965.00 ","4,643.33 ","-2,321.67",-33.3
0191-8869,Personality and Individual Differences,"6,454.00 ","4,302.67 ","-2,151.33",-33.3
0304-422X,Poetics,"1,233.00 ",732.82 ,-500.18,-40.6
0962-6298,Political Geography,"1,941.00 ","1,153.61 ",-787.39,-40.6
0032-3861,Polymer,"16,713.00 ","9,933.19 ","-6,779.81",-40.6
0079-6700,Progress in Polymer Science,"5,694.00 ","3,384.17 ","-2,309.83",-40.6
1469-0292,Psychology of Sport and Exercise,"1,286.00 ",764.32 ,-521.68,-40.6
0363-8111,Public Relations Review,"1,330.00 ",790.47 ,-539.53,-40.6
0034-4257,Remote Sensing of Environment,"7,032.00 ","4,179.39 ","-2,852.61",-40.6
1364-0321,Renewable & Sustainable Energy Reviews,"3,774.00 ","2,516.00 ","-1,258.00",-33.3
0891-4222,Research in Developmental Disabilities,"1,787.00 ","1,062.09 ",-724.91,-40.6
0048-7333,Research Policy,"4,952.00 ","3,301.33 ","-1,650.67",-33.3
0034-6667,Review of Palaeobotany and Palynology,"4,438.00 ","2,637.68 ","-1,800.32",-40.6
0378-8733,Social Networks,"1,232.00 ",732.23 ,-499.77,-40.6
0277-9536,Social Science & Medicine,"10,913.00 ","6,486.03 ","-4,426.97",-40.6
0049-089X,Social Science Research,"1,584.00 ",941.44 ,-642.56,-40.6
0969-2126,Structure,"3,036.00 ","1,525.50 ","-1,510.50",-49.8
1355-2198,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,"1,151.00 ",767.33 ,-383.67,-33.3
1369-8486,Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,897.00 ,598.00 ,-299.00,-33.3
0742-051X,Teaching and Teacher Education,"3,050.00 ","1,812.73 ","-1,237.27",-40.6
0040-4020,Tetrahedron,"14,115.00 ","9,410.00 ","-4,705.00",-33.3
0040-4039,Tetrahedron Letters,"21,621.00 ","12,850.22 ","-8,770.78",-40.6
0965-8564,Transportation Research Part A: Policy and Practice,"3,793.00 ","2,528.67 ","-1,264.33",-33.3
0968-0004,Trends in Biochemical Sciences,"3,462.00 ","2,057.60 ","-1,404.40",-40.6
0962-8924,Trends in Cell Biology,"4,105.00 ","2,439.76 ","-1,665.24",-40.6
1364-6613,Trends in Cognitive Sciences,"4,268.00 ","2,536.64 ","-1,731.36",-40.6
0169-5347,Trends in Ecology & Evolution,"4,363.00 ","2,593.11 ","-1,769.89",-40.6
0277-5395,Women's Studies International Forum,"1,719.00 ","1,146.00 ",-573.00,-33.3
0305-750X,World Development,"5,452.00 ","3,240.33 ","-2,211.67",-40.6
