ISSN,Title,Published List Price,Final Net Price,Difference,ALP
0022-3476,The Journal of Pediatrics,2521.00,1898.10,-622.90,24.7
1048-9843,The Leadership Quarterly,1389.00,1187.60,-201.41,14.5
1090-0233,The Veterinary Journal,2089.00,1786.10,-302.91,14.5
0304-3975,Theoretical Computer Science,5345.00,4569.98,-775.03,14.5
0093-691X,Theriogenology,4567.00,3437.96,"-1,129.05",24.7
0040-6031,Thermochimica Acta,9374.00,8014.77,"-1,359.23",14.5
0040-6090,Thin Solid Films,14425.00,12333.38,"-2,091.63",14.5
1938-9736,Topics in Companion Animal Medicine,820.00,585.68,-234.33,28.6
0261-5177,Tourism Management,3497.00,2989.94,-507.07,14.5
0041-008X,Toxicology and Applied Pharmacology,7168.00,6128.64,"-1,039.36",14.5
0378-4274,Toxicology Letters,9079.00,7762.55,"-1,316.46",14.5
0968-090X,Transportation Research Part C: Emerging Technologies,2558.00,2187.09,-370.91,14.5
1369-8478,Transportation Research Part F: Traffic Psychology and Behaviour,1858.00,1588.59,-269.41,14.5
0968-0004,Trends in Biochemical Sciences,3462.00,2960.01,-501.99,14.5
0167-7799,Trends in Biotechnology,3292.00,2814.66,-477.34,14.5
0962-8924,Trends in Cell Biology,4105.00,3509.78,-595.23,14.5
1364-6613,Trends in Cognitive Sciences,4268.00,3649.14,-618.86,14.5
0169-5347,Trends in Ecology & Evolution,4363.00,3730.37,-632.64,14.5
0924-2244,Trends in Food Science & Technology,3470.00,2966.85,-503.15,14.5
0168-9525,Trends in Genetics,4058.00,3469.59,-588.41,14.5
0966-842X,Trends in Microbiology,3919.00,3350.75,-568.26,14.5
1471-4922,Trends in Parasitology,3172.00,2712.06,-459.94,14.5
1360-1385,Trends in Plant Science,4089.00,3496.10,-592.91,14.5
0041-624X,Ultrasonics,3251.00,2779.61,-471.40,14.5
1350-4177,Ultrasonics Sonochemistry,1860.00,1590.30,-269.70,14.5
1618-8667,Urban Forestry & Urban Greening,680.00,581.40,-98.60,14.5
0264-410X,Vaccine,8712.00,7448.76,"-1,263.24",14.5
0165-2427,Veterinary Immunology and Immunopathology,3788.00,3238.74,-549.26,14.5
0378-1135,Veterinary Microbiology,6586.00,5631.03,-954.97,14.5
0304-4017,Veterinary Parasitology,7342.00,6277.41,"-1,064.59",14.5
0042-6822,Virology,9090.00,7771.95,"-1,318.05",14.5
0168-1702,Virus Research,7930.00,6780.15,"-1,149.85",14.5
0956-053X,Waste Management,4454.00,3808.17,-645.83,14.5
0043-1354,Water Research,11369.00,9720.50,"-1,648.51",14.5
0043-1648,Wear,13791.00,11791.31,"-1,999.70",14.5
0305-750X,World Development,5452.00,4661.46,-790.54,14.5
