ISSN,Title,Published List Price,Final Net Price,Difference,ALP
0031-9422,Phytochemistry,"10,671.00 ","9,123.71 ","-1,547.30",14.5
0981-9428,Plant Physiology and Biochemistry,"2,168.00 ","1,853.64 ",-314.36,14.5
0168-9452,Plant Science,"9,495.00 ","8,118.23 ","-1,376.78",14.5
0277-5387,Polyhedron,"12,389.00 ","10,592.60 ","-1,796.41",14.5
0032-3861,Polymer,"16,713.00 ","14,289.62 ","-2,423.39",14.5
0141-3910,Polymer Degradation and Stability,"9,419.00 ","8,053.25 ","-1,365.76",14.5
0032-5910,Powder Technology,"8,970.00 ","7,669.35 ","-1,300.65",14.5
0091-7435,Preventive Medicine,"2,756.00 ","2,356.38 ",-399.62,14.5
0167-5877,Preventive Veterinary Medicine,"5,077.00 ","4,340.84 ",-736.17,14.5
1540-7489,Proceedings of the Combustion Institute,"1,418.00 ","1,212.39 ",-205.61,14.5
0300-9440,Progress in Organic Coatings,"5,058.00 ","4,324.59 ",-733.41,14.5
0079-6700,Progress in Polymer Science,"5,694.00 ","4,868.37 ",-825.63,14.5
0165-1781,Psychiatry Research,"7,309.00 ","6,249.20 ","-1,059.81",14.5
1469-0292,Psychology of Sport and Exercise,"1,286.00 ","1,099.53 ",-186.47,14.5
0306-4530,Psycho�neuro�endocrinology,"4,726.00 ","4,040.73 ",-685.27,14.5
0273-2300,Regulatory Toxicology and Pharmacology,"2,266.00 ","1,937.43 ",-328.57,14.5
0951-8320,Reliability Engineering & System Safety,"8,612.00 ","7,363.26 ","-1,248.74",14.5
0034-4257,Remote Sensing of Environment,"7,032.00 ","6,012.36 ","-1,019.64",14.5
1364-0321,Renewable & Sustainable Energy Reviews,"3,774.00 ","3,226.77 ",-547.23,14.5
0960-1481,Renewable Energy,"5,778.00 ","4,940.19 ",-837.81,14.5
0890-6238,Reproductive Toxicology,"3,391.00 ","2,899.31 ",-491.70,14.5
0034-5288,Research in Veterinary Science,"1,536.00 ","1,313.28 ",-222.72,14.5
0048-7333,Research Policy,"4,952.00 ","4,233.96 ",-718.04,14.5
0921-3449,"Resources, Conservation and Recycling","4,250.00 ","3,633.75 ",-616.25,14.5
0925-7535,Safety Science,"2,936.00 ","2,510.28 ",-425.72,14.5
0048-9697,Science of the Total Environment,"14,812.00 ","12,664.26 ","-2,147.74",14.5
0304-4238,Scientia Horticulturae,"4,619.00 ","3,949.25 ",-669.76,14.5
1359-6462,Scripta Materialia,"3,033.00 ","2,593.22 ",-439.79,14.5
1084-9521,Seminars in Cell and Developmental Biology,"1,783.00 ","1,524.47 ",-258.54,14.5
0924-4247,Sensors and Actuators A: Physical,"9,471.00 ","8,097.71 ","-1,373.30",14.5
0925-4005,Sensors and Actuators B: Chemical,"11,665.00 ","9,973.58 ","-1,691.43",14.5
1383-5866,Separation and Purification Technology,"4,844.00 ","4,141.62 ",-702.38,14.5
0921-4488,Small Ruminant Research,"4,296.00 ","3,673.08 ",-622.92,14.5
0277-9536,Social Science & Medicine,"10,913.00 ","9,330.62 ","-1,582.39",14.5
0049-089X,Social Science Research,"1,584.00 ","1,354.32 ",-229.68,14.5
0167-1987,Soil & Tillage Research,"5,002.00 ","4,276.71 ",-725.29,14.5
0038-0717,Soil Biology and Biochemistry,"6,530.00 ","5,583.15 ",-946.85,14.5
0038-092X,Solar Energy,"4,671.00 ","3,993.71 ",-677.30,14.5
0927-0248,Solar Energy Materials and Solar Cells,"6,351.00 ","5,430.11 ",-920.90,14.5
0038-1098,Solid State Communications,"4,974.00 ","4,252.77 ",-721.23,14.5
0167-2738,Solid State Ionics,"10,503.00 ","8,980.07 ","-1,522.94",14.5
0926-2040,Solid State Nuclear Magnetic Resonance,"1,990.00 ","1,701.45 ",-288.55,14.5
1386-1425,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,"9,171.00 ","7,841.21 ","-1,329.80",14.5
0167-7152,Statistics & Probability Letters,"3,808.00 ","3,255.84 ",-552.16,14.5
0257-8972,Surface and Coatings Technology,"15,123.00 ","12,930.17 ","-2,192.84",14.5
0039-6028,Surface Science,"5,896.00 ","5,041.08 ",-854.92,14.5
2210-6502,Swarm and Evolutionary Computation,"1,185.00 ","1,013.18 ",-171.83,14.5
0379-6779,Synthetic Metals,"10,100.00 ","8,635.50 ","-1,464.50",14.5
0346-251X,System,"1,474.00 ","1,260.27 ",-213.73,14.5
0039-9140,Talanta,"9,186.00 ","7,854.03 ","-1,331.97",14.5
0742-051X,Teaching and Teacher Education,"3,050.00 ","2,607.75 ",-442.25,14.5
0736-5853,Telematics and Informatics,"2,389.00 ","2,042.60 ",-346.41,14.5
0040-4020,Tetrahedron,"14,115.00 ","12,068.33 ","-2,046.68",14.5
0040-4039,Tetrahedron Letters,"21,621.00 ","18,485.96 ","-3,135.05",14.5
0002-9440,The American Journal of Pathology,"1,868.00 ","1,365.44 ",-502.57,26.9
0022-3476,The Journal of Pediatrics,"2,521.00 ","1,898.10 ",-622.90,24.7
1048-9843,The Leadership Quarterly,"1,389.00 ","1,187.60 ",-201.41,14.5
1090-0233,The Veterinary Journal,"2,089.00 ","1,786.10 ",-302.91,14.5
0304-3975,Theoretical Computer Science,"5,345.00 ","4,569.98 ",-775.03,14.5
0093-691X,Theriogenology,"4,567.00 ","3,437.96 ","-1,129.05",24.7
0040-6031,Thermochimica Acta,"9,374.00 ","8,014.77 ","-1,359.23",14.5
0040-6090,Thin Solid Films,"14,425.00 ","12,333.38 ","-2,091.63",14.5
1938-9736,Topics in Companion Animal Medicine,820.00 ,585.68 ,-234.33,28.6
0261-5177,Tourism Management,"3,497.00 ","2,989.94 ",-507.07,14.5
0041-008X,Toxicology and Applied Pharmacology,"7,168.00 ","6,128.64 ","-1,039.36",14.5
0378-4274,Toxicology Letters,"9,079.00 ","7,762.55 ","-1,316.46",14.5
0968-090X,Transportation Research Part C: Emerging Technologies,"2,558.00 ","2,187.09 ",-370.91,14.5
1369-8478,Transportation Research Part F: Traffic Psychology and Behaviour,"1,858.00 ","1,588.59 ",-269.41,14.5
0968-0004,Trends in Biochemical Sciences,"3,462.00 ","2,960.01 ",-501.99,14.5
0167-7799,Trends in Biotechnology,"3,292.00 ","2,814.66 ",-477.34,14.5
0962-8924,Trends in Cell Biology,"4,105.00 ","3,509.78 ",-595.23,14.5
1364-6613,Trends in Cognitive Sciences,"4,268.00 ","3,649.14 ",-618.86,14.5
0169-5347,Trends in Ecology & Evolution,"4,363.00 ","3,730.37 ",-632.64,14.5
0924-2244,Trends in Food Science & Technology,"3,470.00 ","2,966.85 ",-503.15,14.5
0168-9525,Trends in Genetics,"4,058.00 ","3,469.59 ",-588.41,14.5
0966-842X,Trends in Microbiology,"3,919.00 ","3,350.75 ",-568.26,14.5
1471-4922,Trends in Parasitology,"3,172.00 ","2,712.06 ",-459.94,14.5
1360-1385,Trends in Plant Science,"4,089.00 ","3,496.10 ",-592.91,14.5
0041-624X,Ultrasonics,"3,251.00 ","2,779.61 ",-471.40,14.5
1350-4177,Ultrasonics Sonochemistry,"1,860.00 ","1,590.30 ",-269.70,14.5
1618-8667,Urban Forestry & Urban Greening,680.00 ,581.40 ,-98.60,14.5
0264-410X,Vaccine,"8,712.00 ","7,448.76 ","-1,263.24",14.5
0165-2427,Veterinary Immunology and Immunopathology,"3,788.00 ","3,238.74 ",-549.26,14.5
0378-1135,Veterinary Microbiology,"6,586.00 ","5,631.03 ",-954.97,14.5
0304-4017,Veterinary Parasitology,"7,342.00 ","6,277.41 ","-1,064.59",14.5
0042-6822,Virology,"9,090.00 ","7,771.95 ","-1,318.05",14.5
0168-1702,Virus Research,"7,930.00 ","6,780.15 ","-1,149.85",14.5
0956-053X,Waste Management,"4,454.00 ","3,808.17 ",-645.83,14.5
0043-1354,Water Research,"11,369.00 ","9,720.50 ","-1,648.51",14.5
0043-1648,Wear,"13,791.00 ","11,791.31 ","-1,999.70",14.5
0305-750X,World Development,"5,452.00 ","4,661.46 ",-790.54,14.5
